NAME,DATE,AWND,PRCP,TMAX,TMIN
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-08-2017,9.84,0.2,83,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-08-2017,9.84,0,73,58
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-08-2017,3.36,0,71,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-08-2017,2.24,0.65,70,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-08-2017,5.59,0,76,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-08-2017,3.13,0,79,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-08-2017,5.59,0.03,79,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-08-2017,6.71,0.09,81,64
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-08-2017,6.71,0,78,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-08-2017,2.91,0,78,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-08-2017,4.92,0,78,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-08-2017,3.58,0,85,66
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-08-2017,3.36,0,85,67
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-08-2017,,0.17,90,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-08-2017,8.5,1.51,84,71
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-08-2017,7.83,0.21,83,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-08-2017,2.46,0,82,58
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-08-2017,7.61,0.08,85,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-08-2017,9.17,0.94,85,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-08-2017,5.37,0,76,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-08-2017,3.8,0.4,73,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-08-2017,2.91,0,70,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-08-2017,2.91,0,74,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-08-2017,6.49,0,77,57
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-08-2017,8.28,0,74,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-08-2017,6.93,0,75,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-08-2017,4.25,0,78,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",31-08-2017,5.82,0,76,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-09-2017,7.38,0,60,52
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-09-2017,8.28,0.36,67,53
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-09-2017,9.62,0.04,71,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-09-2017,11.41,0,80,57
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-09-2017,8.28,0.53,74,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-09-2017,4.25,0,69,54
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-09-2017,9.4,0.06,65,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-09-2017,6.71,0.02,68,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-09-2017,4.03,0,67,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-09-2017,5.37,0,67,46
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-09-2017,5.37,0,70,48
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-09-2017,6.26,0,69,55
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-09-2017,5.82,0.05,80,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-09-2017,6.04,0.18,70,60
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-09-2017,1.12,0,72,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-09-2017,1.34,0,80,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-09-2017,1.79,0,81,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-09-2017,3.58,0,83,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-09-2017,2.91,0,82,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-09-2017,2.01,0,82,61
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-09-2017,1.57,0,85,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-09-2017,2.01,0,85,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-09-2017,1.57,0,87,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-09-2017,2.68,0,88,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-09-2017,2.68,0,86,67
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-09-2017,2.01,0,88,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-09-2017,5.14,0,89,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-09-2017,7.83,0,70,54
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-09-2017,7.61,0.06,71,50
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-09-2017,6.93,0,63,47
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-10-2017,4.03,0,69,41
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-10-2017,3.8,0,75,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-10-2017,5.59,0,77,49
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-10-2017,8.28,0,81,52
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-10-2017,6.71,0.67,69,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-10-2017,4.92,0,71,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-10-2017,8.5,0,82,63
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-10-2017,8.05,0.55,73,67
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-10-2017,8.28,0.36,77,68
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-10-2017,2.24,0,79,65
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-10-2017,5.14,0.18,78,62
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-10-2017,7.38,0.06,70,59
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-10-2017,7.16,0,73,56
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-10-2017,4.25,0,77,54
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-10-2017,12.75,0.21,79,55
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-10-2017,6.93,0,57,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-10-2017,6.04,0,62,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-10-2017,5.82,0,70,40
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-10-2017,10.51,0,69,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-10-2017,4.7,0,72,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-10-2017,5.37,0,75,46
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-10-2017,6.04,0,77,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-10-2017,9.4,1.15,67,54
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-10-2017,10.74,0.01,60,44
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-10-2017,8.5,0.02,45,39
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-10-2017,5.82,0,52,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-10-2017,9.4,0,71,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-10-2017,6.04,0.54,57,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",29-10-2017,8.05,0.68,42,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",30-10-2017,15.88,0,49,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",31-10-2017,9.17,0,46,33
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",01-11-2017,2.91,0.14,51,33
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",02-11-2017,8.95,0.04,66,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",03-11-2017,8.95,0.02,63,42
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",04-11-2017,8.05,0,62,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",05-11-2017,7.16,1.09,69,51
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",06-11-2017,9.4,1.06,59,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",07-11-2017,4.92,0.24,39,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",08-11-2017,3.8,0,48,31
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",09-11-2017,7.16,0,52,31
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10-11-2017,11.63,0,43,20
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11-11-2017,5.59,0,38,17
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12-11-2017,2.91,0,48,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13-11-2017,5.14,0.05,44,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",14-11-2017,3.8,0,45,33
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",15-11-2017,7.61,0.04,48,30
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",16-11-2017,12.3,0.02,47,37
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",17-11-2017,4.92,0,43,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18-11-2017,8.28,1.19,59,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",19-11-2017,12.97,0.18,59,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",20-11-2017,11.63,0,43,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",21-11-2017,12.08,0,56,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",22-11-2017,8.05,0.11,49,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23-11-2017,4.7,0,39,23
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",24-11-2017,8.95,0,53,28
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",25-11-2017,10.51,0,56,45
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",26-11-2017,8.95,0,45,35
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",27-11-2017,7.83,0,52,32
"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",28-11-2017,9.84,0,64,38
